nake_name,version,no_valid_file,model_i0_index,model_i1_index,model_i2_index,model_i3_index,model_i4_index,model_i5_index,model_i6_index,model_i7_index,model_i8_index,model_i9_index,model_i10_index,model_i11_index,model_i12_index,Seq_Length,length
AnnualReport-10K/Filing Date - 2006-Nov-28 - ALCO.OQ - Alico Inc - 10-K - — - 061242362.pdf,0.1.1,false,0.006638889666646719,0.0052160974591970444,0.00719248503446579,0.016188586130738258,0.015616070479154587,0.015586542896926403,0.028998488560318947,0.0078540537506341934,0.055178847163915634,0.155537948012352,0.011020571924746037,0.03251773864030838,0.00031455105636268854,60,25406
AnnualReport-10K/Filing Date - 2002-Jan-14 - — - Seminis Inc - 10-K - — - 02509033.pdf,0.1.1,false,0.010169525630772114,0.0059209223836660385,0.0062508862465620041,0.013661435805261135,0.0090680504217743874,0.015570164658129215,0.059689048677682877,0.0080673741176724434,0.036409568041563034,0.15410485863685608,0.019027141854166985,0.027762236073613167,0.0001726005575619638,60,25918
AnnualReport-10K/Filing Date - 2013-Nov-05 - GGBL.PK - Guar Global Ltd - 10-K - — - 131193665.pdf,0.1.1,false,0.011225850321352482,0.00861834641546011,0.010838673450052738,0.017106395214796066,0.041256949305534363,0.012476577423512936,0.026872944086790085,0.0087848072871565819,0.078131303191185,0.13535818457603455,0.017009399831295013,0.069300912320613861,0.00021967102657072246,60,20799
AnnualReport-10K/Filing Date - 2014-Mar-17 - BTFL.PK^K20 - Monarch America Inc - 10-K - — - 14697248.pdf,0.1.1,false,0.010583339259028435,0.013646063394844532,0.01742982305586338,0.0319625623524189,0.17901672422885895,0.017285125330090523,0.041447538882493973,0.0086201690137386322,0.057502742856740952,0.10546954721212387,0.01088421605527401,0.061729475855827332,0.00013732873776461929,60,16448
AnnualReport-10K/Filing Date - 2000-Mar-28 - CQB.N^A15 - Chiquita Brands Internati... - 10-K - — - 00580730.pdf,0.1.1,false,0.00755038158968091,0.0077449306845664978,0.0037580023054033518,0.024637777358293533,0.029705384746193886,0.01174901332706213,0.02775854617357254,0.010610813274979591,0.06913081556558609,0.15097101032733917,0.0085401451215147972,0.061828628182411194,0.0001505044347140938,60,8258
AnnualReport-10K/Filing Date - 2018-Jun-04 - VEGL.PK^F21 - Vegalab Inc - 10-K - ANNUAL REPORT PURSUANT TO SECTION 13 OR 15(d) OF T... - 18876907.pdf,0.1.1,false,0.00304202432744205,0.0154952984303236,0.0080697499215602875,0.018208829686045647,0.010494373738765717,0.013956796377897263,0.072058714926242828,0.0061004990711808205,0.064992837607860565,0.15034399926662445,0.010379251092672348,0.041466198861598969,0.00033394747879356146,60,15682
AnnualReport-10K/Filing Date - 2011-Apr-15 - CDKG.PK^D19 - China Du Kang Co Ltd - 10-K - — - 11761676.pdf,0.1.1,false,0.0089523764327168465,0.0051520043052732944,0.005578373558819294,0.012102967128157616,0.013616876676678658,0.0094535937532782555,0.020586352795362473,0.0080608045682311058,0.049647092819213867,0.14147673547267914,0.017890453338623047,0.050178609788417816,0.000849213101901114,60,22082
AnnualReport-10K/Filing Date - 2012-Mar-28 - NUIN.PK^K18 - Nutrastar International I... - 10-K - — - 12720254.pdf,0.1.1,false,0.0058254287578165531,0.0020516773220151663,0.004567599855363369,0.011418676935136318,0.011904105544090271,0.00957158487290144,0.058649197220802307,0.0070161116309463978,0.047334738075733185,0.12818272411823273,0.015368838794529438,0.0402057059109211,0.001645193900913,60,36162
AnnualReport-10K/Filing Date - 2000-Mar-23 - BVAH.PK^C04 - Bionova Holding Corp - 10-K - — - 00576272.pdf,0.1.1,false,0.0055520329624414444,0.0063115661032497883,0.0053078453056514263,0.019430018961429596,0.01404068898409605,0.014445283450186253,0.056727904826402664,0.0097323097288608551,0.034348148852586746,0.18795302510261536,0.017298184335231781,0.030365534126758575,0.00021218537585809827,60,19779
AnnualReport-10K/Filing Date - 2007-Nov-14 - ALCO.OQ - Alico Inc - 10-K - — - 071246035.pdf,0.1.1,false,0.0065507176332175732,0.0063257664442062378,0.0074184704571962357,0.020684398710727692,0.016267148777842522,0.016465598717331886,0.035309899598360062,0.0089252665638923645,0.048196960240602493,0.16434317827224731,0.012359070591628551,0.031089836731553078,0.0002421096432954073,60,25923
AnnualReport-10K/Filing Date - 2001-Sep-10 - PFACP.OQ^C10 - Pro-Fac Cooperative Inc - 10-K - — - 01734685.pdf,0.1.1,false,0.0071419011801481247,0.0098200766369700432,0.005203859880566597,0.027872327715158463,0.011160177178680897,0.0091613885015249252,0.0487741120159626,0.0051200324669480324,0.030971582978963852,0.15984241664409637,0.01212234515696764,0.021458614617586136,0.00022974141757003963,60,31043
AnnualReport-10K/Filing Date - 2011-Mar-31 - TNBI.PK - Tanke Biosciences Corp - 10-K - — - 11724585.pdf,0.1.1,false,0.012052346020936966,0.021987263113260269,0.0092208273708820343,0.017667176201939583,0.02635858952999115,0.016780326142907143,0.063975386321544647,0.010654990561306477,0.050478801131248474,0.12218526750802994,0.02574591152369976,0.072674930095672607,0.001411932404153049,60,21316
AnnualReport-10K/Filing Date - 2012-Mar-28 - NNUTU.PK - Hawaiian Macadamia Nut Or... - 10-K - — - 12719850.pdf,0.1.1,false,0.011339839547872543,0.0067253191955387592,0.0073887491598725319,0.028636045753955841,0.016652433201670647,0.01802387647330761,0.058801755309104919,0.011269603855907917,0.036361910402774811,0.1688276082277298,0.016555391252040863,0.023990066722035408,0.00059626647271215916,60,31301
AnnualReport-10K/Filing Date - 2014-Apr-11 - SIAF.PK - Sino Agro Food Inc - 10-K - — - 14760029.pdf,0.1.1,false,0.019934983924031258,0.013890647329390049,0.011614559218287468,0.060511335730552673,0.023696582764387131,0.017897127196192741,0.040220104157924652,0.0096855675801634789,0.032891355454921722,0.15663306415081024,0.023152099922299385,0.071601830422878265,0.0012204801896587014,60,60741
AnnualReport-10K/Filing Date - 2010-Sep-09 - GRAS.PK^H19 - Greenfield Farms Food Inc - 10-K - — - 101064514.pdf,0.1.1,false,0.012087427079677582,0.00086580542847514153,0.0025365171022713184,0.0011038946686312556,0.0057397014461457729,0.021231062710285187,0.021926285699009895,0.0099256271496415138,0.12463290989398956,0.10412833094596863,0.028728801757097244,0.065000660717487335,0.00013177342771086842,60,10566
AnnualReport-10K/Filing Date - 2001-Jan-25 - COWP.PK - Canal Capital Corp - 10-K - — - 01514772.pdf,0.1.1,false,0.014359885826706886,0.00072552141500636935,0.0010619551176205277,0.0024801003746688366,0.0084758335724473,0.0046483706682920456,0.024391457438468933,0.0022665448486804962,0.021292993798851967,0.22822578251361847,0.00925561785697937,0.032052978873252869,0.00040953245479613543,60,13638
AnnualReport-10K/Filing Date - 2004-Nov-26 - — - Minn-Dak Farmers Cooperat... - 10-K - — - 041168985.pdf,0.1.1,false,0.0063404636457562447,0.018432358279824257,0.0091909822076559067,0.020491540431976318,0.055061019957065582,0.013653210364282131,0.043390505015850067,0.0073497360572218895,0.040504161268472672,0.13416954874992371,0.0177535992115736,0.046051803976297379,0.0002918567624874413,60,14918
AnnualReport-10K/Filing Date - 2014-Mar-31 - CHFR.PK^D19 - China Fruits Corp - 10-K - — - 14731146.pdf,0.1.1,false,0.023233475163578987,0.002795014763250947,0.005570834968239069,0.0039078211411833763,0.011472588405013084,0.01096709817647934,0.023876704275608063,0.0067776083014905453,0.075957372784614563,0.14341932535171509,0.0265803299844265,0.0800795778632164,0.00091742660151794553,60,14151
AnnualReport-10K/Filing Date - 2013-May-13 - VRST.PK^F13 - Versatech USA - 10-K - — - 13836043.pdf,0.1.1,false,0.0025476771406829357,0.00020768851391039789,0.000512386322952807,0.0015925149200484157,0.0031257572118192911,0.0069825486280024052,0.018596876412630081,0.0028841288294643164,0.11628775298595428,0.13807640969753265,0.0075357574969530106,0.044231738895177841,0.00010650443437043577,60,4424
AnnualReport-10K/Filing Date - 2010-Sep-28 - SANW.OQ - S&W Seed Co - 10-K - — - 101094573.pdf,0.1.1,false,0.010218057781457901,0.012672398239374161,0.012375831604003906,0.03435530886054039,0.012377583421766758,0.017701428383588791,0.060252927243709564,0.012721768580377102,0.032695915549993515,0.16748274862766266,0.01562043372541666,0.057465355843305588,0.00019983673701062799,60,27976
AnnualReport-10K/Filing Date - 2014-Apr-15 - GRLD.PK^J19 - American Patriot Brands I... - 10-K - — - 14764216.pdf,0.1.1,false,0.015563530847430229,0.011168062686920166,0.0039702216163277626,0.0085590416565537453,0.0069555086083710194,0.025717243552207947,0.054119881242513657,0.0083660855889320374,0.044084887951612473,0.16290545463562012,0.024068476632237434,0.030200587585568428,0.00076570943929255009,60,33864
AnnualReport-10K/Filing Date - 2012-Mar-30 - SACQ.PK^F07 - Westway Group Inc - 10-K - — - 12728182.pdf,0.1.1,false,0.0038566291332244873,0.014225704595446587,0.0057409065775573254,0.029581613838672638,0.037948347628116608,0.018486641347408295,0.031460516154766083,0.0032642495352774858,0.042184505611658096,0.14063809812068939,0.00894329883158207,0.040976282209157944,0.00034531726851128042,60,45640
AnnualReport-10K/Filing Date - 2009-Oct-13 - CSWG.PK^C17 - Sen Yu International Hold... - 10-K - — - 091116842.pdf,0.1.1,false,0.01521114818751812,0.011300363577902317,0.0071407146751880646,0.017428463324904442,0.015478747896850109,0.014347851276397705,0.05056333914399147,0.0091018378734588623,0.05296146497130394,0.11918572336435318,0.021486816927790642,0.057756561785936356,0.0014316827291622758,60,13897
AnnualReport-10K/Filing Date - 2011-Mar-31 - YUII.PK - Yuhe International Inc - 10-K - — - 11726375.pdf,0.1.1,false,0.0055973995476961136,0.0056517967022955418,0.0038041619118303061,0.010647032409906387,0.0098994141444563866,0.011591156013309956,0.030731357634067535,0.012828865088522434,0.031570479273796082,0.13588592410087585,0.0087662059813737869,0.026587223634123802,0.0020344830118119717,60,54345
"AnnualReport-10K/Filing Date - 2023-Feb-23 - ANDE.OQ - Andersons Inc - 10-K - Andersons, Inc. 10-K - 23660481.pdf",0.1.1,false,0.002602599561214447,0.0045185028575360775,0.0044532329775393009,0.0045924265868961811,0.019631832838058472,0.011334621347486973,0.028733935207128525,0.0063943988643586636,0.045746449381113052,0.11785288155078888,0.0042957542464137077,0.019822690635919571,0.00014910538448020816,60,123465
AnnualReport-10K/Filing Date - 2002-Apr-01 - — - Scotia Pacific Company LL... - 10-K - — - 02596963.pdf,0.1.1,false,0.0082623977214097977,0.035534936934709549,0.034306026995182037,0.080900251865386963,0.022866817191243172,0.012383822351694107,0.03769172728061676,0.0091997915878891945,0.035294748842716217,0.1538705974817276,0.0051626325584948063,0.018943082541227341,0.00016370431694667786,60,11082
AnnualReport-10K/Filing Date - 2018-Mar-29 - CATN.PK - CAT9 Group Inc - 10-K - [X] ANNUALREPORT PURSUANT TO SECTION 13 OR 15(d) O... - 18722175.pdf,0.1.1,false,0.0086728679016232491,0.0066231060773134232,0.0039652418345212936,0.008571540005505085,0.011216801591217518,0.014738853089511395,0.0361328125,0.009521988220512867,0.079090476036071777,0.11327081173658371,0.023622488602995872,0.070638187229633331,0.000536105246283114,60,19274
AnnualReport-10K/Filing Date - 2016-Jul-14 - SHMP.PK - NaturalShrimp Inc - 10-K - — - 161767432.pdf,0.1.1,false,0.014291286468505859,0.01493768859654665,0.010095661506056786,0.052574198693037033,0.0094086350873112679,0.01944371685385704,0.045936062932014465,0.0056106033734977245,0.07944817841053009,0.17024573683738708,0.015432554297149181,0.044254399836063385,0.00016978087660390884,60,21322
AnnualReport-10K/Filing Date - 2005-Nov-18 - CHSCP.OQ - CHS Inc - 10-K - — - 051214036.pdf,0.1.1,false,0.008471994660794735,0.015143056400120258,0.00636665103957057,0.015496505424380302,0.10622891783714294,0.0092009119689464569,0.042067378759384155,0.00741449324414134,0.04213336855173111,0.130632221698761,0.010406693443655968,0.023093400523066521,0.00039317589835263789,60,45386
AnnualReport-10K/Filing Date - 2018-Sep-20 - SANW.OQ - S&W Seed Co - 10-K - ANNUAL REPORT PURSUANT TO SECTION 13 OR 15(d) OF T... - 181079579.pdf,0.1.1,false,0.0077406070195138454,0.0093580363318324089,0.005692758597433567,0.019348075613379478,0.012975717894732952,0.014554324559867382,0.043635416775941849,0.010726382955908775,0.030994057655334473,0.17399971187114716,0.012699095532298088,0.036678217351436615,0.00019676597730722278,60,64842
AnnualReport-10K/Filing Date - 2023-Nov-08 - CHSCP.OQ - CHS Inc - 10-K - CHS INC 10-K - 231387799.pdf,0.1.1,false,0.00623553991317749,0.0048455833457410336,0.008115328848361969,0.0058734873309731483,0.055034711956977844,0.012635061517357826,0.040215905755758286,0.0098124388605356216,0.053212948143482208,0.12426690757274628,0.011140204966068268,0.030406350269913673,0.00016896749730221927,60,107595
AnnualReport-10K/Filing Date - 2005-Mar-16 - CQB.N^A15 - Chiquita Brands Internati... - 10-K - — - 05683028.pdf,0.1.1,false,0.0054088952019810677,0.0044160527177155018,0.0051707355305552483,0.010865255258977413,0.034010265022516251,0.011571183800697327,0.032647226005792618,0.0091318534687161446,0.05639960989356041,0.17484408617019653,0.011090599931776524,0.0373268760740757,0.00016874760331120342,60,27212
AnnualReport-10K/Filing Date - 2016-Mar-30 - SIAF.PK^C23 - Sino Agro Food Inc - 10-K - ANNUAL REPORT PURSUANT TO SECTION 13 OR 15(d) OF T... - 161539740.pdf,0.1.1,false,0.01289688516408205,0.010260800831019878,0.0063641942106187344,0.046015020459890366,0.021530302241444588,0.01491182204335928,0.035106047987937927,0.00816941075026989,0.037535279989242554,0.15770594775676727,0.018138483166694641,0.058618873357772827,0.0014072246849536896,60,58956
AnnualReport-10K/Filing Date - 2008-Oct-22 - — - Southern China Livestock ... - 10-K - — - 081134176.pdf,0.1.1,false,0.0058455290272831917,0.00026224300381727517,0.0013939369237050414,0.00087765802163630724,0.003266757121309638,0.02594747394323349,0.020261339843273163,0.0095370300114154816,0.09624461829662323,0.13273230195045471,0.0090128360316157341,0.00908099114894867,0.00010433918214403093,60,4941
AnnualReport-10K/Filing Date - 2004-Mar-11 - ANDE.OQ - Andersons Inc - 10-K - — - 04663030.pdf,0.1.1,false,0.0050616143271327019,0.014822551049292088,0.0031172898598015308,0.025001442059874535,0.038803864270448685,0.010206589475274086,0.052737046033144,0.0010330958757549524,0.054128110408782959,0.2050628662109375,0.010581217706203461,0.023318629711866379,0.00034424621844664216,60,16461
AnnualReport-10K/Filing Date - 2013-Dec-13 - AJAC.PK^I17 - Aja Cannafacturing Inc - 10-K - — - 131277003.pdf,0.1.1,false,0.0021360120736062527,0.0066825402900576591,0.0075825625099241734,0.014262611977756023,0.012743105180561543,0.011660788208246231,0.026178637519478798,0.0047819670289754868,0.038819309324026108,0.10829675197601318,0.0058787544257938862,0.0086071975529193878,0.00041427821270190179,60,27981
AnnualReport-10K/Filing Date - 2011-Apr-15 - SIAF.PK - Sino Agro Food Inc - 10-K - — - 11762606.pdf,0.1.1,false,0.021044746041297913,0.016988495364785194,0.017592528834939003,0.066009566187858582,0.017361074686050415,0.018472842872142792,0.031603030860424042,0.0074832658283412457,0.033655889332294464,0.12105235457420349,0.018809758126735687,0.033632665872573853,0.0010880213230848312,60,34893
AnnualReport-10K/Filing Date - 2005-Sep-28 - — - PAHC Holdings Corp - 10-K - — - 051109263.pdf,0.1.1,false,0.002417650306597352,0.024446727707982063,0.0085481088608503342,0.028605904430150986,0.021489661186933517,0.0078359562903642654,0.091457687318325043,0.003927998710423708,0.0406503826379776,0.17138531804084778,0.0086701009422540665,0.019758779555559158,0.00015984608035068959,60,40269
AnnualReport-10K/Filing Date - 2014-Aug-01 - RBCC.PK^A21 - Rainbow Coral Corp - 10-K - ANNUAL REPORT PURSUANT TO SECTION 13 OR 15(D) OF T... - 141007809.pdf,0.1.1,false,0.0058600143529474735,0.0014040253590792418,0.0022569901775568724,0.010506907477974892,0.0053105284459888935,0.010810152627527714,0.034024182707071304,0.0046726628206670284,0.079746142029762268,0.13468037545681,0.012590834870934486,0.027617309242486954,0.00021710852161049843,60,9552
AnnualReport-10K/Filing Date - 2001-Mar-30 - — - Scotia Pacific Company LL... - 10-K - — - 01584872.pdf,0.1.1,false,0.00867789052426815,0.03440997377038002,0.030814705416560173,0.08474411815404892,0.023497071117162704,0.012094910256564617,0.038284674286842346,0.00899012852460146,0.029998322948813438,0.15357594192028046,0.0057630296796560287,0.0182056725025177,0.00019588122086133808,60,11088
AnnualReport-10K/Filing Date - 2019-Oct-02 - OGAA.PK - Organic Agricultural Co L... - 10-K - ANNUALREPORT PURSUANT TO SECTION 13 OR 15(d) OF TH... - 191131303.pdf,0.1.1,false,0.0054967375472188,0.003794399555772543,0.0025892334524542093,0.013314337469637394,0.013564928434789181,0.0088584646582603455,0.030576944351196289,0.0053836610168218613,0.075552389025688171,0.12951183319091797,0.010833917185664177,0.044843021780252457,0.00077652611071243882,60,16209
AnnualReport-10K/Filing Date - 2010-Mar-16 - HERB.PK - Yasheng Group - 10-K - — - 10683518.pdf,0.1.1,false,0.029386295005679131,0.030625974759459496,0.013203904964029789,0.078064285218715668,0.020016426220536232,0.031376618891954422,0.065601721405982971,0.013488489203155041,0.052698429673910141,0.11144555360078812,0.059494096785783768,0.0949978455901146,0.0012824245495721698,60,22610
AnnualReport-10K/Filing Date - 2014-Jan-14 - LMNR.OQ - Limoneira Co - 10-K - — - 14527585.pdf,0.1.1,false,0.027927624061703682,0.011411748826503754,0.011713668704032898,0.060192573815584183,0.00944267027080059,0.00838073343038559,0.038572315126657486,0.0056165358982980251,0.042929675430059433,0.20619960129261017,0.016859529539942741,0.050374537706375122,0.00023239052097778767,60,36690
AnnualReport-10K/Filing Date - 2009-Jun-15 - RNFU.PK^F19 - Rongfu Aquaculture Inc - 10-K - — - 09891300.pdf,0.1.1,false,0.0063129398040473461,0.064657561480998993,0.01286519318819046,0.020694304257631302,0.0052445065230131149,0.020875914022326469,0.048039406538009644,0.00886358879506588,0.091805756092071533,0.078150376677513123,0.021798586472868919,0.025708854198455811,0.00013299095735419542,60,7251
AnnualReport-10K/Filing Date - 2012-Apr-16 - GRAS.PK^H19 - Greenfield Farms Food Inc - 10-K - — - 12759944.pdf,0.1.1,false,0.013522425666451454,0.0038151955232024193,0.0078991642221808434,0.015126070007681847,0.00933331623673439,0.018876394256949425,0.057191364467144012,0.014173702336847782,0.11700820922851562,0.11145463585853577,0.012757842428982258,0.054539632052183151,0.00015383539721369743,60,9043
AnnualReport-10K/Filing Date - 2002-Nov-29 - NRCNA.OB^K05 - Northland Cranberries Inc - 10-K - — - 02844374.pdf,0.1.1,false,0.0083289686590433121,0.0095835784450173378,0.0081799374893307686,0.03158530592918396,0.0096694892272353172,0.011178134940564632,0.030950766056776047,0.0057146986946463585,0.0351354256272316,0.16471560299396515,0.0094615807756781578,0.02545483224093914,0.00032290714443661273,60,23892
AnnualReport-10K/Filing Date - 2008-Nov-26 - — - Minn-Dak Farmers Cooperat... - 10-K - — - 081215821.pdf,0.1.1,false,0.0048347646370530128,0.0069065173156559467,0.0061158910393714905,0.011185863055288792,0.038032460957765579,0.011549836024641991,0.043502792716026306,0.0071315597742795944,0.052505064755678177,0.13526393473148346,0.020812217146158218,0.028930710628628731,0.00093047367408871651,60,29268
AnnualReport-10K/Filing Date - 2021-Mar-26 - VTNA.PK - Vetanova Inc - 10-K - VetaNova Inc. 10-K - 21774012.pdf,0.1.1,false,0.0033364370465278625,0.0011577473487704992,0.038366340100765228,0.014503095299005508,0.010972009971737862,0.0082502849400043488,0.026890654116868973,0.0043817097321152687,0.091904237866401672,0.10098806768655777,0.00779693154618144,0.041196856647729874,0.00013580189261119813,60,9813
AnnualReport-10K/Filing Date - 2008-Apr-18 - UAPH.OQ^E08 - UAP Holding Corp - 10-K - — - 08765118.pdf,0.1.1,false,0.00528417993336916,0.017583869397640228,0.005067045334726572,0.019486187025904655,0.018829377368092537,0.012204403057694435,0.059795349836349487,0.0026518518570810556,0.056770700961351395,0.17206764221191406,0.013181844726204872,0.049231324344873428,0.0001585983409313485,60,31061
AnnualReport-10K/Filing Date - 2012-Nov-29 - AJAC.PK^I17 - Aja Cannafacturing Inc - 10-K - — - 121231462.pdf,0.1.1,false,0.0018252762965857983,0.0061604301445186138,0.0069765746593475342,0.013853044249117374,0.0073489388450980186,0.010955517180263996,0.026690002530813217,0.0057083745487034321,0.079170882701873779,0.094879128038883209,0.0051503190770745277,0.018144959583878517,0.000526155810803175,60,9046
AnnualReport-10K/Filing Date - 2011-Mar-30 - MJTK.PK^D21 - CannaSys Inc - 10-K - — - 11722013.pdf,0.1.1,false,0.021462669596076012,0.00038050074363127351,0.0022814569529145956,0.0019188800361007452,0.0023220507428050041,0.011412119492888451,0.027280660346150398,0.0051525235176086426,0.093387201428413391,0.10413406789302826,0.017483973875641823,0.046871878206729889,8.8134736870415509e-05,60,9302
AnnualReport-10K/Filing Date - 2006-Apr-17 - DOLE.N^K13 - Dole Food Company Inc - 10-K - — - 06761791.pdf,0.1.1,false,0.0052789375185966492,0.0084842443466186523,0.0036058796104043722,0.014471163041889668,0.016364129260182381,0.017612867057323456,0.063970014452934265,0.0096717402338981628,0.047153845429420471,0.15089614689350128,0.0171331949532032,0.035508673638105392,0.00024708418641239405,60,46934
AnnualReport-10K/Filing Date - 2007-Aug-16 - CALM.OQ - Cal-Maine Foods Inc - 10-K - — - 071061430.pdf,0.1.1,false,0.0054132123477756977,0.018281877040863037,0.0038331979885697365,0.016930308192968369,0.021755559369921684,0.0085615478456020355,0.041704516857862473,0.00510965334251523,0.049778122454881668,0.20182536542415619,0.010435845702886581,0.039141014218330383,0.00034240901004523039,60,17751
AnnualReport-10K/Filing Date - 2000-Dec-29 - — - Seminis Inc - 10-K - — - 00797828.pdf,0.1.1,false,0.011149175465106964,0.0086152339354157448,0.0079980902373790741,0.018173949792981148,0.0080959321931004524,0.016879849135875702,0.070399895310401917,0.0089911632239818573,0.033708669245243073,0.15297061204910278,0.021687163040041924,0.028506146743893623,0.0002217829751316458,60,19543
AnnualReport-10K/Filing Date - 2011-Aug-04 - CALM.OQ - Cal-Maine Foods Inc - 10-K - — - 111009281.pdf,0.1.1,false,0.0044661643914878368,0.01468185056000948,0.0046123508363962173,0.020605374127626419,0.029284665361046791,0.0077150021679699421,0.053989943116903305,0.00632074661552906,0.038676343858242035,0.19450315833091736,0.00924049224704504,0.0379033200442791,0.00023901794338598847,60,24919
AnnualReport-10K/Filing Date - 2016-Dec-06 - ALCO.OQ - Alico Inc - 10-K - ANNUAL REPORT PURSUANT TO SECTION 13 OR 15(d) OF T... - 162036907.pdf,0.1.1,false,0.00626096036285162,0.0084598539397120476,0.014192856848239899,0.0293625108897686,0.01381232775747776,0.0073064882308244705,0.026030255481600761,0.0022575559560209513,0.050192363560199738,0.17253252863883972,0.0057257348671555519,0.037004128098487854,0.00023109489120543003,60,32855
AnnualReport-10K/Filing Date - 2010-May-18 - ORGC.PK^D19 - Organic Alliance Inc - 10-K - — - 10843521.pdf,0.1.1,false,0.0075843427330255508,0.00096438213950023055,0.0043387487530708313,0.0044504469260573387,0.0051521146669983864,0.017146967351436615,0.041861861944198608,0.00885763019323349,0.055383171886205673,0.1434958428144455,0.015947312116622925,0.035531684756278992,0.00018426668248139322,60,15704
AnnualReport-10K/Filing Date - 2015-Jan-12 - LMNR.OQ - Limoneira Co - 10-K - ANNUAL REPORT PURSUANT TO SECTION 13 OR 15(d) OF T... - 15522025.pdf,0.1.1,false,0.025947537273168564,0.011759174056351185,0.013184280134737492,0.076520480215549469,0.0096551226451992989,0.0082326466217637062,0.040544137358665466,0.0055634868331253529,0.038774717599153519,0.21269814670085907,0.016173781827092171,0.049228984862565994,0.00023687841894570738,60,36184
AnnualReport-10K/Filing Date - 2017-Mar-23 - PME.OQ^C23 - Pingtan Marine Enterprise... - 10-K - ANNUAL REPORT PURSUANT TO SECTION 13 OR 15(d) OF T... - 17709859.pdf,0.1.1,false,0.008416992612183094,0.0049483007751405239,0.0040291384793818,0.037756942212581635,0.017775457352399826,0.01314742024987936,0.03856809064745903,0.012891359627246857,0.05784408375620842,0.14316859841346741,0.013757369481027126,0.04672212153673172,0.00081958901137113571,60,36440
AnnualReport-10K/Filing Date - 2014-Jun-16 - GRAS.PK^H19 - Greenfield Farms Food Inc - 10-K - — - 14922347.pdf,0.1.1,false,0.013828501105308533,0.00192436040379107,0.0063749495893716812,0.0035592415370047092,0.0051993578672409058,0.0087957791984081268,0.032161865383386612,0.0082555143162608147,0.088516928255558014,0.13749007880687714,0.0082125728949904442,0.027922049164772034,0.0004463733930606395,60,12122
AnnualReport-10K/Filing Date - 2013-Apr-15 - CHFR.PK^D19 - China Fruits Corp - 10-K - — - 13760693.pdf,0.1.1,false,0.019433425739407539,0.0025620069354772568,0.0051402854733169079,0.005296322051435709,0.01012604683637619,0.011657131835818291,0.024744438007473946,0.0054810782894492149,0.077436923980712891,0.14112283289432526,0.025486629456281662,0.077283911406993866,0.000821417779661715,60,14682
"AnnualReport-10K/Filing Date - 2023-Mar-09 - VFF.OQ - Village Farms Internation... - 10-K - Village Farms International, Inc. 10-K - 23719747.pdf",0.1.1,false,0.011695351451635361,0.012537923641502857,0.022977152839303017,0.015482573769986629,0.018075317144393921,0.015341492369771004,0.11577708274126053,0.011735229752957821,0.042152624577283859,0.18502332270145416,0.015197529457509518,0.05309024453163147,0.000145665297168307,60,50778
AnnualReport-10K/Filing Date - 2016-Mar-30 - OGLH.PK^H19 - OGL Holdings Ltd - 10-K - ANNUAL REPORT PURSUANT TO SECTION 13 OR 15(d) OF T... - 161536741.pdf,0.1.1,false,0.0032335091382265091,0.0042927279137074947,0.018020819872617722,0.024030318483710289,0.0027090085204690695,0.02537887915968895,0.021934935823082924,0.0043083461932837963,0.10100604593753815,0.085994929075241089,0.012193620204925537,0.031701017171144485,0.0013160503003746271,60,4955
AnnualReport-10K/Filing Date - 2013-May-15 - CLAD.PK - China Liaoning Dingxu Eco... - 10-K - — - 13845398.pdf,0.1.1,false,0.015745807439088821,0.010972170159220695,0.0063983825966715813,0.0135713592171669,0.0073167700320482254,0.0079924967139959335,0.023920601233839989,0.007000606507062912,0.060048453509807587,0.19854806363582611,0.016666969284415245,0.018752887845039368,0.00066990288905799389,60,11611
AnnualReport-10K/Filing Date - 2017-Jul-21 - VEGL.PK^F21 - Vegalab Inc - 10-K - ANNUAL REPORT PURSUANT TO SECTION 13 OR 15(d) OF T... - 17976333.pdf,0.1.1,false,0.0048526357859373093,0.020223945379257202,0.00994188617914915,0.020532364025712013,0.015915203839540482,0.018006013706326485,0.0849052146077156,0.0080545004457235336,0.078130364418029785,0.11030079424381256,0.018608614802360535,0.045377671718597412,8.5187442891765386e-05,60,13147
AnnualReport-10K/Filing Date - 2018-Apr-06 - GLPH.PK^I21 - Gala Pharmaceutical Inc - 10-K - ANNUAL REPORT UNDER SECTION 13 OR 15(d) OF THE SEC... - 18742723.pdf,0.1.1,false,0.0017672894755378366,0.00074122607475146651,0.0015150589169934392,0.0038935849443078041,0.005275313276797533,0.0078332684934139252,0.025126807391643524,0.0047681392170488834,0.051195673644542694,0.19899964332580566,0.0075349449180066586,0.013748073019087315,0.00021254767489153892,60,11100
AnnualReport-10K/Filing Date - 2000-Mar-30 - MRGO.PK - Margo Caribe Inc - 10-K - — - 00588189.pdf,0.1.1,false,0.005859933327883482,0.014852201566100121,0.00444846460595727,0.035057447850704193,0.00475130882114172,0.010948123410344124,0.027311734855175018,0.0035621339920908213,0.023209512233734131,0.14702689647674561,0.013645132072269917,0.017626294866204262,0.00029074534540995955,60,12636
